tx	gene_id	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUST00000039213	ENSMUSG00000035941	17.674671	21.130372	22.410199	16.884197	13.28669	20.755896	12.024347	9.445661	7.894574
ENSMUST00000185353	ENSMUSG00000035941	0	0	0	0	0	0	0	0	0
ENSMUST00000186322	ENSMUSG00000035941	0.185347	0.392409	0.411171	0.177351	0.422337	0.284477	0	0.123829	0.034953
ENSMUST00000186447	ENSMUSG00000035941	0	0	0	0	0	0	0	0	0
ENSMUST00000187521	ENSMUSG00000035941	0.158002	0	0	0.773952	0.557046	0.605403	0	0.665545	0
ENSMUST00000188768	ENSMUSG00000035941	0	4.414675	0	1.857336	0	1.756176	0	0	0
ENSMUST00000124011	ENSMUSG00000035944	0	0	1.226124	0	0	0	0	0	0
ENSMUST00000133158	ENSMUSG00000035944	1.770255	0	0	0.738119	0	0	0	0	0
ENSMUST00000146088	ENSMUSG00000035944	25.763786	26.251836	24.807156	25.401755	30.500827	23.279612	28.74867	26.072973	16.953031
ENSMUST00000040477	ENSMUSG00000035946	0	0	0	0	0	0	0	0	0
ENSMUST00000160104	ENSMUSG00000035946	0	0	0	0	0	0	0	0	0
ENSMUST00000044668	ENSMUSG00000035948	0.209995	0.052649	0	0.235355	0	0.121759	0.753509	0.040497	0.288563
ENSMUST00000065567	ENSMUSG00000035948	0.64795	0.321644	0.464692	0	0.384742	0.157294	0.115791	0.219491	0.203582
ENSMUST00000165067	ENSMUSG00000035948	15.280941	10.140054	10.064537	13.728633	9.820553	10.859693	7.576397	5.164164	7.198517
ENSMUST00000028220	ENSMUSG00000035949	1.411496	0.780578	3.711145	2.229073	2.769822	0.699174	1.71384	3.385562	2.741515
ENSMUST00000091020	ENSMUSG00000035949	3.58192	5.812847	4.716218	4.918023	3.272273	5.219135	1.464521	4.190894	3.312345
ENSMUST00000113075	ENSMUSG00000035949	0.21154	0.288217	0.362533	0.229321	0.339336	0.199657	0	0.526507	0.209138
ENSMUST00000113077	ENSMUSG00000035949	0	0	0	0	0	0	0	0	0
ENSMUST00000113078	ENSMUSG00000035949	0	0	0	0	0.609904	0	0	1.634482	0
ENSMUST00000113080	ENSMUSG00000035949	15.40803	15.326735	10.420682	11.340879	11.808257	10.821971	14.624974	6.627897	7.383555
ENSMUST00000126051	ENSMUSG00000035949	0	0.716835	0	0.378388	0	0.46448	0	0.468089	0.285039
ENSMUST00000131534	ENSMUSG00000035949	0.544009	2.149529	1.231263	1.993278	1.850418	2.221375	1.460976	1.310022	1.127102
ENSMUST00000134323	ENSMUSG00000035949	0.109797	0.153676	0.363066	0.289509	0.540881	0	0.399212	0	0.056446
ENSMUST00000145180	ENSMUSG00000035949	0	1.111035	0	0	0	0	0	0.694237	0
ENSMUST00000145660	ENSMUSG00000035949	2.471581	1.231611	4.115181	4.434404	2.103669	3.536749	5.281781	2.055102	0.815766
ENSMUST00000150865	ENSMUSG00000035949	0	0.523966	0	0.256085	0	0.270483	0	0	0
ENSMUST00000156130	ENSMUSG00000035949	1.750457	1.180719	1.398295	1.204895	1.198946	1.194015	0.983366	1.170822	0.775396
ENSMUST00000201806	ENSMUSG00000035949	0.315151	0.353422	0.567314	0.203619	0.422754	0.313267	0.126878	0.295022	0.265469
ENSMUST00000035372	ENSMUSG00000035951	0	0.288847	0	0	0.699196	0.396038	0	0.114231	0.594758
ENSMUST00000049312	ENSMUSG00000035953	13.456669	10.012484	10.376659	9.951853	9.541549	8.013887	9.269882	8.590867	9.161321
ENSMUST00000159047	ENSMUSG00000035953	1.283167	0	1.078242	0	0	0	0	0	0.657836
ENSMUST00000159745	ENSMUSG00000035953	0.669281	0.858543	0.85897	0.908953	0.609075	0.636934	0.712714	0.233864	0.70176
ENSMUST00000160538	ENSMUSG00000035953	1.763016	1.244329	0	0.364039	0	0.267609	0.932899	0.567009	1.374002
ENSMUST00000160835	ENSMUSG00000035953	0.872196	0.870132	1.646846	1.707161	1.243656	0.749754	1.08966	1.297252	2.781465
ENSMUST00000161166	ENSMUSG00000035953	0	0	0	0	0	0	0	0	0
ENSMUST00000161669	ENSMUSG00000035953	5.736597	8.371598	0	0	0	0	0	1.108957	0
ENSMUST00000162935	ENSMUSG00000035953	0.229374	0	0	0	0	0	0	0	0
ENSMUST00000162957	ENSMUSG00000035953	0	0.53263	0.608495	0	1.279803	1.178869	0	0.639394	0.306066
ENSMUST00000163043	ENSMUSG00000035953	0	0	0	0	0	0	0	0	0
ENSMUST00000163088	ENSMUSG00000035953	1.719795	1.088239	7.826153	1.532821	3.800349	0	5.656481	2.848471	3.10868
ENSMUST00000037488	ENSMUSG00000035954	4.845442	2.942488	4.085933	3.10287	3.259413	3.806108	3.009884	1.786458	1.675237
ENSMUST00000038039	ENSMUSG00000035958	13.430614	12.56381	15.19034	10.162725	10.696519	13.993393	10.07059	9.21903	10.363176
ENSMUST00000130788	ENSMUSG00000035958	0	0	0	0	0	0	0	0	0
ENSMUST00000049411	ENSMUSG00000035960	18.113282	17.217738	24.924494	23.955963	19.570893	29.120478	22.220057	29.590826	27.007047
ENSMUST00000128395	ENSMUSG00000035960	0	0	0	0	0	0	0	0	0
ENSMUST00000136753	ENSMUSG00000035960	5.77086	2.19966	4.019737	2.793628	6.437816	5.49715	3.17463	4.216342	2.798491
ENSMUST00000154288	ENSMUSG00000035960	0.548083	2.429627	4.037884	1.159001	2.090586	3.296784	1.186655	0.596797	1.454095
ENSMUST00000095464	ENSMUSG00000035963	0	0	0	0	0	0	0	0	0
ENSMUST00000045286	ENSMUSG00000035964	0	0	0	0	0	0	0	0	0
ENSMUST00000039374	ENSMUSG00000035967	0.470552	0	0	0.54725	0.380761	0	0.682168	0.11085	0.086473
ENSMUST00000101553	ENSMUSG00000035967	0	0	0	0	0	0.368387	0	0	0
ENSMUST00000132428	ENSMUSG00000035967	0	0	0	0	0	0	0.15283	0	0
ENSMUST00000134138	ENSMUSG00000035967	0.212972	0.375554	0.268759	0.159936	0.158863	0.15749	0.46261	0.197574	0.186448
ENSMUST00000142624	ENSMUSG00000035967	0	0	0	0.894822	0.445533	0	0	0	0
ENSMUST00000143142	ENSMUSG00000035967	0	0.474944	0.188935	0	0.517816	0.379434	0	0.424503	0.660456
ENSMUST00000186445	ENSMUSG00000035967	0	0	0.45397	0	0	0	0	0	0
ENSMUST00000035645	ENSMUSG00000035969	6.387057	3.537165	3.973174	4.291414	6.229266	4.93133	5.999807	4.788468	3.405209
ENSMUST00000098106	ENSMUSG00000035969	0	0	0	0	0	0	0.095257	0.161261	0
ENSMUST00000123447	ENSMUSG00000035969	4.989394	0	2.102572	4.250724	1.626439	1.747624	0	0	1.354999
ENSMUST00000125393	ENSMUSG00000035969	0.977516	0.91782	0.504277	0.333144	0.357633	0.596706	1.086984	0.505971	0.582045
ENSMUST00000125399	ENSMUSG00000035969	0	0	0	0.402293	0	0	0	0	0
ENSMUST00000131037	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000131668	ENSMUSG00000035969	2.604246	5.379921	4.769896	3.656288	3.728238	3.776165	2.533516	4.268941	3.324461
ENSMUST00000135216	ENSMUSG00000035969	0.383433	2.280351	0.309909	0	1.515488	0.939795	0	0.407344	0.611986
ENSMUST00000136360	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000139198	ENSMUSG00000035969	0	0	0	0.311905	0.569023	0	0	0	0
ENSMUST00000144911	ENSMUSG00000035969	0	0	0.750918	1.439041	1.729513	1.130792	0	0.473936	0.491637
ENSMUST00000146710	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000149221	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000149556	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000150066	ENSMUSG00000035969	0	0	0	0	0	0	0	0.259424	0
ENSMUST00000152322	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000154754	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000173682	ENSMUSG00000035969	0	0	0	0	0	0	0	0	0
ENSMUST00000038121	ENSMUSG00000035983	0.769403	0.607566	0.701648	0.304983	0.119695	0.577555	0.348673	0.252163	0.365388
ENSMUST00000170019	ENSMUSG00000035983	0	0	0	0	0	0.431631	0	0	0
ENSMUST00000171356	ENSMUSG00000035983	0	0	0	0	0	0	1.388507	0	0
ENSMUST00000079287	ENSMUSG00000035984	0.182659	0	0	0	0	0	0	0	0
ENSMUST00000134875	ENSMUSG00000035984	0	0	0	0	0	0	0	0.116248	0
ENSMUST00000154342	ENSMUSG00000035984	0	0.232964	0	0.193042	0	0	0	0	0
ENSMUST00000155114	ENSMUSG00000035984	0.503737	0	0	0	0	0	0	0	0
ENSMUST00000046835	ENSMUSG00000035992	7.717166	8.726621	9.660576	8.031235	6.326157	7.88199	8.580484	4.755276	4.531168
ENSMUST00000143650	ENSMUSG00000035992	0.127397	0.041414	0.164153	0.254647	0.101524	0	0.125993	0.148377	0.192256
ENSMUST00000036462	ENSMUSG00000036002	0	5.984053	0.490599	1.495582	0	0.436247	1.739166	0.286005	0
ENSMUST00000107956	ENSMUSG00000036002	4.425687	0	3.334409	1.728909	1.569122	1.895216	0.177267	1.358367	2.471612
ENSMUST00000107957	ENSMUSG00000036002	0	0.100775	0.497775	0	1.181349	0.586747	1.343868	1.234275	0.621807
ENSMUST00000107958	ENSMUSG00000036002	1.735467	1.958518	0.731242	1.28863	1.781046	2.323747	0.917208	1.188656	1.046367
ENSMUST00000107959	ENSMUSG00000036002	0	0	0	0.749003	0.628131	0	0.205848	1.482515	0
ENSMUST00000124155	ENSMUSG00000036002	0	0	0	0	0	0	2.401404	0	0
ENSMUST00000135067	ENSMUSG00000036002	0	0	0	0	0.401105	0	0	0	0
ENSMUST00000140998	ENSMUSG00000036002	0	0	1.202701	2.320924	0	0	0	0	0
ENSMUST00000144999	ENSMUSG00000036002	0	0	0	0	0	0	0.786314	0	0
ENSMUST00000152846	ENSMUSG00000036002	0	0	1.2606	0	0.869272	0.863058	0	0	0
ENSMUST00000038477	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000058009	ENSMUSG00000036006	0.159571	0	0	0	0	0.034258	0	0	0
ENSMUST00000091694	ENSMUSG00000036006	0	0	0.134713	0.057017	0	0.111097	0	0.036703	0
ENSMUST00000110383	ENSMUSG00000036006	0	0.03889	0.021105	0.109921	0.051799	0.055504	0.059111	0.030783	0.037796
ENSMUST00000110384	ENSMUSG00000036006	0.126807	0	0	0	0	0	0	0	0
ENSMUST00000132689	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000134370	ENSMUSG00000036006	0	0	0	0	0	0	0.036613	0	0.038238
ENSMUST00000138547	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000175986	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000176303	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000177174	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000177298	ENSMUSG00000036006	0.505932	0	0	0	0	0	0	0	0
ENSMUST00000177489	ENSMUSG00000036006	0	0	0	0	0	0	0	0	0
ENSMUST00000046638	ENSMUSG00000036009	1.87202	0.73998	1.21389	1.984706	1.088281	1.39384	1.240852	1.444614	0.151796
ENSMUST00000176040	ENSMUSG00000036009	0	0	0	0	1.375457	0	0	0	0
ENSMUST00000176830	ENSMUSG00000036009	0	0	0	0	0	0.45932	0	0	0
ENSMUST00000176924	ENSMUSG00000036009	0	0	0	0	0	0	0	0	0.455597
ENSMUST00000114835	ENSMUSG00000036013	0	0	0	0	0	0	0	0	0
ENSMUST00000124137	ENSMUSG00000036013	0	0	0	0	0	0	0	0	0
ENSMUST00000186314	ENSMUSG00000036013	0	0	0	0	0	0	0	0	0
ENSMUST00000061506	ENSMUSG00000036019	1.425296	1.464452	0.931303	2.685752	2.13632	2.923501	2.000386	1.625379	0.869139
ENSMUST00000130665	ENSMUSG00000036019	0	0	0	0	0	0	0.67225	1.412207	0.757231
ENSMUST00000133441	ENSMUSG00000036019	0	0	0	0	1.273375	0	0	0	0
ENSMUST00000139741	ENSMUSG00000036019	0	0	0	0	0	0	0	0	0
ENSMUST00000143691	ENSMUSG00000036019	0	0	0	0	0	0	0	0	0.023361
ENSMUST00000147997	ENSMUSG00000036019	0	0	0	0	0	0	0	0	0
ENSMUST00000071023	ENSMUSG00000036022	0.23401	0	0.53105	0	0.736618	0.241268	0.366826	0.044077	0
ENSMUST00000114838	ENSMUSG00000036022	0	0.318093	0	0.539829	0	0	0.128748	0.505085	0.455127
ENSMUST00000114841	ENSMUSG00000036022	0.559904	0.608409	0	0.620443	0.292613	0.353539	0	0	0.360116
ENSMUST00000143069	ENSMUSG00000036022	0	0	0	0	0	0	0	0	0
ENSMUST00000036126	ENSMUSG00000036023	4.535386	1.635412	2.80616	2.746353	3.237352	4.523127	2.776339	3.501548	3.245463
ENSMUST00000113523	ENSMUSG00000036026	20.434549	23.574014	26.62484	24.696109	21.98345	28.618045	21.930251	17.932154	15.521255
ENSMUST00000127065	ENSMUSG00000036026	0	0	1.946928	0.537512	0.164378	0.367515	0.41167	0.298117	0
ENSMUST00000129177	ENSMUSG00000036026	0.863493	1.649953	2.132265	1.678004	1.547797	3.219541	0.092355	1.366395	1.666772
ENSMUST00000131089	ENSMUSG00000036026	0	0	0	0.290336	0	0	0	0.291059	0
ENSMUST00000133741	ENSMUSG00000036026	0.354666	0	0	0	0	0	0	0	0
ENSMUST00000143907	ENSMUSG00000036026	0	1.567735	2.937036	1.80871	0	0.932161	0	0.698184	0
ENSMUST00000145873	ENSMUSG00000036026	0	0	0	0	0	0	0	0	0
ENSMUST00000151439	ENSMUSG00000036026	1.120524	1.063148	2.125606	2.895416	1.313008	3.140034	0.577754	2.365838	1.559553
ENSMUST00000156254	ENSMUSG00000036026	0	0	0	0	0	0	0	0	0
ENSMUST00000039959	ENSMUSG00000036027	1.058965	0	0.545084	0.104277	0	0.05774	0.140682	0.548422	0.257106
ENSMUST00000181366	ENSMUSG00000036027	0	0	0	0	1.198539	0	0	0	0
ENSMUST00000055535	ENSMUSG00000036030	0.049151	0	0.029685	0	0.015787	0.007526	0	0	0.013022
ENSMUST00000184274	ENSMUSG00000036030	0	0	0	0	0	0	0	0	0
ENSMUST00000069250	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000089968	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000172502	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000172527	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000172540	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000172580	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000173588	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000173921	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000174016	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000174470	ENSMUSG00000036036	0	0	0	0	0.377655	0.179055	0	0	0
ENSMUST00000174524	ENSMUSG00000036036	0	0	0	0	0.089159	0	0	0	0
ENSMUST00000174672	ENSMUSG00000036036	0.091031	0.029349	0.182507	0.049167	0	0.357978	0.066786	0.092368	0.11906
ENSMUST00000174747	ENSMUSG00000036036	0	0	0	0	0	0	0	0	0
ENSMUST00000091233	ENSMUSG00000036040	2.073343	2.477687	3.592943	3.286716	2.998493	1.860984	2.422528	3.098711	1.668638
ENSMUST00000130600	ENSMUSG00000036040	0	0	0	0	0	0	0	0	0
ENSMUST00000139633	ENSMUSG00000036040	1.216763	0	0	0	1.201091	0	0.806115	0.857268	1.675474
ENSMUST00000143246	ENSMUSG00000036040	0	0	0	0	0	0	0	0	0
ENSMUST00000169787	ENSMUSG00000036040	0.023138	0.139399	0.180589	0.066095	0	0.027442	0.033231	0.025845	0.125941
ENSMUST00000125096	ENSMUSG00000036045	0	0	0	0	0	0	0	0	0
ENSMUST00000047144	ENSMUSG00000036046	6.177568	6.320169	7.213062	9.990816	5.895932	9.666721	5.2337	4.910387	4.568528
ENSMUST00000124308	ENSMUSG00000036046	0.040835	0.513358	0.298692	0.284888	0.128898	0.321436	0.272379	0.139557	0.187767
ENSMUST00000165743	ENSMUSG00000036046	2.615439	1.816024	0.587548	0	3.385567	3.398877	2.135332	1.220491	0
ENSMUST00000170863	ENSMUSG00000036046	0	0	0	0	0	0	0	0	0
ENSMUST00000037872	ENSMUSG00000036052	0	0	0	0	0	0.051103	0	0	0
ENSMUST00000084662	ENSMUSG00000036052	0	0.046291	0	0	0	0	0	0.036874	0.093614
ENSMUST00000098112	ENSMUSG00000036052	0.7157	0.934326	0.277499	0.270392	0.23073	0.797308	0.559953	0.252234	0.189801
ENSMUST00000107973	ENSMUSG00000036052	0.910558	1.536853	2.524261	1.092682	2.065472	0.935502	2.635358	1.861122	1.675883
ENSMUST00000123501	ENSMUSG00000036052	0	0	0.764571	0	0	0.578379	1.794025	2.894853	0
ENSMUST00000142332	ENSMUSG00000036052	0.217477	0.255896	0.32051	0.518943	0.119144	0.549513	0.220607	0.3206	0.253371
ENSMUST00000153807	ENSMUSG00000036052	0	0	0	0	0.459087	0	0	0	0
ENSMUST00000049483	ENSMUSG00000036053	0	0	0	0	0	0	0	0	0
ENSMUST00000050719	ENSMUSG00000036053	1.638229	0	1.252481	0	0	1.065671	0	0	0
ENSMUST00000090952	ENSMUSG00000036053	0.446577	0.796685	0.544142	1.647579	1.085577	0.994637	0.930474	0.805903	0.787602
ENSMUST00000127122	ENSMUSG00000036053	0	0.734778	0.354459	0	0.131089	0.909807	0.46118	1.074415	0
ENSMUST00000134459	ENSMUSG00000036053	0	0	0	0	0	0	0	0	0
ENSMUST00000155586	ENSMUSG00000036053	2.260157	0.739722	1.569183	0.978297	1.419435	0.551313	1.919073	1.083279	1.119589
ENSMUST00000093458	ENSMUSG00000036054	0.596105	0	0	0	0.263264	0.295879	0.302065	0.28417	0
ENSMUST00000126239	ENSMUSG00000036054	0.167419	0.251771	0.55827	0.314872	0.343531	0.28986	0.453202	0.282175	0.390502
ENSMUST00000129402	ENSMUSG00000036054	0	0	0	0	0	0	0	0	0
ENSMUST00000130492	ENSMUSG00000036054	0	0	1.421025	0	0.187946	0.528372	0	0	0.473193
ENSMUST00000131489	ENSMUSG00000036054	2.133543	1.734872	2.9311	2.307931	1.740062	3.329352	1.49724	2.101029	1.895681
ENSMUST00000133924	ENSMUSG00000036054	2.102994	4.613654	0	0	0	0	0	1.987381	1.564785
ENSMUST00000135640	ENSMUSG00000036054	0	0	0	0	0	0	0	0	0
ENSMUST00000136391	ENSMUSG00000036054	0	0	2.515464	0	1.737484	1.079625	0	0	0
ENSMUST00000136758	ENSMUSG00000036054	0	0	0	0	0	0	0.395553	0	0.31897
ENSMUST00000145078	ENSMUSG00000036054	0	0	0	0	0	0	0	0	0
ENSMUST00000148378	ENSMUSG00000036054	0	0	0	0	0	0	0	0	0
ENSMUST00000155771	ENSMUSG00000036054	0	0	0	0	0	0	0	0	0
ENSMUST00000156330	ENSMUSG00000036054	0.165243	0.251108	0.173711	0.103325	0.121245	0.125693	0.158236	0.163914	0.009711
ENSMUST00000164403	ENSMUSG00000036054	0	1.325111	0	0.899727	0.996174	0	1.190032	0	0
ENSMUST00000040021	ENSMUSG00000036057	4.497317	4.326238	4.690354	3.812212	3.629372	5.11521	4.466927	3.377906	3.092635
ENSMUST00000199254	ENSMUSG00000036057	0	0	0.215869	0	0.794348	0.409844	0.186066	0	0.391135
ENSMUST00000200278	ENSMUSG00000036057	0.632904	0	0.534233	0	0	1.14076	0	0	0.795722
ENSMUST00000200531	ENSMUSG00000036057	1.232658	0	0.490526	0.257651	0	0.187613	0	0	1.239046
ENSMUST00000064067	ENSMUSG00000036061	5.38112	4.46129	4.470615	3.809815	4.235818	4.88601	4.059976	3.336243	2.500136
ENSMUST00000069184	ENSMUSG00000036062	0	0.010779	0	0	0	0.070479	0	0.017303	0.009932
ENSMUST00000107975	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000107976	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000124380	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000131234	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000132173	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000138425	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0.093047
ENSMUST00000139100	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000151824	ENSMUSG00000036062	0	0	0	0	0	0	0	0	0
ENSMUST00000045702	ENSMUSG00000036067	0	0	0	0	0.033957	0	0	0.027744	0
ENSMUST00000102890	ENSMUSG00000036067	0	0.467416	0	0	0	0	0	0	0.032862
ENSMUST00000129835	ENSMUSG00000036067	0	0	0	0	0	0	0.17711	0	0
ENSMUST00000135725	ENSMUSG00000036067	0	0	0	0	0	0	0	0	0
ENSMUST00000145742	ENSMUSG00000036067	0	0	0	0	0	0.028324	0	0	0
ENSMUST00000153388	ENSMUSG00000036067	0	0	0	0	0	0	0	0	0
ENSMUST00000084695	ENSMUSG00000036073	20.874561	21.230564	21.87808	14.928241	19.431171	22.512187	20.037414	20.289519	17.405427
ENSMUST00000108038	ENSMUSG00000036073	0.244428	0.069804	0.770915	1.212845	0.525095	1.688363	0.077403	0.29953	0.50978
ENSMUST00000130698	ENSMUSG00000036073	4.131575	0	1.99093	7.436767	5.296146	5.616434	0	0	5.431566
ENSMUST00000132760	ENSMUSG00000036073	0.423356	2.970255	1.217354	0.596693	0.630322	2.459504	0.233828	1.511434	0.670841
ENSMUST00000133106	ENSMUSG00000036073	1.079008	0	1.967206	0	1.793434	0	2.341315	0.442355	1.214638
ENSMUST00000135734	ENSMUSG00000036073	0	0	0	1.316318	5.753554	0	0.597876	0	0
ENSMUST00000147719	ENSMUSG00000036073	0.813089	2.179249	0.936036	0.41498	1.012705	1.121384	0.268327	1.028956	0.939405
ENSMUST00000150908	ENSMUSG00000036073	7.672386	4.203649	2.817249	3.044117	6.575214	3.991313	4.367886	4.420506	3.737867
ENSMUST00000151490	ENSMUSG00000036073	2.515897	0	1.059123	1.08561	0.616134	2.170166	0	1.969179	0.480091
ENSMUST00000154275	ENSMUSG00000036073	6.52091	7.925126	8.465442	5.161643	2.259151	4.591432	5.922979	6.631293	6.575109
ENSMUST00000059354	ENSMUSG00000036078	90.974456	74.501348	76.374049	87.75365	95.249327	97.77057	85.637624	101.294766	88.905975
ENSMUST00000071561	ENSMUSG00000036078	0	1.864194	0	0	0	0	0.54628	0	0
ENSMUST00000123524	ENSMUSG00000036078	3.522975	1.299665	1.770803	2.707574	1.394423	2.299681	2.826663	1.713403	1.637145
ENSMUST00000133590	ENSMUSG00000036078	1.669658	3.718174	1.086263	2.09619	2.569665	0.858425	1.817806	1.757097	0.903956
ENSMUST00000142840	ENSMUSG00000036078	0.90464	1.3965	0.986557	0.99985	0.970532	1.23443	0.21867	0	0.992039
ENSMUST00000146655	ENSMUSG00000036078	1.123959	1.727143	0.453077	0.294052	1.964955	0.315749	0	0.558747	0
ENSMUST00000148223	ENSMUSG00000036078	18.272113	20.260479	16.367699	14.592485	9.391591	24.955056	22.641122	6.797512	12.60063
ENSMUST00000149647	ENSMUSG00000036078	0	12.890218	1.282759	2.915189	0	0.91105	2.449036	4.265655	2.516129
ENSMUST00000039721	ENSMUSG00000036083	9.023077	8.331197	8.174488	9.156098	5.782785	7.302197	6.7248	6.902878	7.038068
ENSMUST00000091698	ENSMUSG00000036083	0.314855	1.01015	0	0	0	0	0	0	0
ENSMUST00000110422	ENSMUSG00000036083	26.538573	18.507983	25.895492	21.68263	22.155835	29.590175	25.79599	19.040178	15.711134
ENSMUST00000166467	ENSMUSG00000036083	2.015325	1.756401	3.758725	2.225458	2.90403	4.457684	1.775114	1.205119	0.49138
ENSMUST00000086614	ENSMUSG00000036086	0.842533	0.357848	1.130684	0.776652	0.822234	1.077326	0.722076	0.901786	0.765602
ENSMUST00000097597	ENSMUSG00000036086	0	0.261386	0	0	0	0	0	0.127655	0
ENSMUST00000112538	ENSMUSG00000036086	0.178457	0	0.043527	0.060432	0.158154	0.033947	0.042114	0	0
ENSMUST00000124876	ENSMUSG00000036086	0	0	0	0.584564	0	0	0	0	0
ENSMUST00000127393	ENSMUSG00000036086	0	0	0	0	0	0	0	0	0
ENSMUST00000131732	ENSMUSG00000036086	0	0	0	0	0	0	0	0	0
ENSMUST00000143389	ENSMUSG00000036086	0	0	0	0	0	0	0	0	0
ENSMUST00000143829	ENSMUSG00000036087	11.021243	11.750279	9.272731	9.998696	7.383986	8.576925	10.804496	7.639331	5.930972
ENSMUST00000144843	ENSMUSG00000036087	2.428361	5.188806	8.009558	5.38603	6.764301	7.562972	1.631038	3.098799	3.107792
ENSMUST00000145939	ENSMUSG00000036087	0.67572	1.18481	0	0	0	0	0	0	0
ENSMUST00000183284	ENSMUSG00000036087	0	0.019605	0.024818	0.085838	0	0.018544	0.045539	0	0
ENSMUST00000200785	ENSMUSG00000036087	0	0	0	0	0	0	0	0	0
ENSMUST00000040059	ENSMUSG00000036091	0	0	0.206133	0	0	0.10632	0	0.132378	0.068856
ENSMUST00000148440	ENSMUSG00000036091	0	0	0	0	0.397358	0.118653	0	0	0
ENSMUST00000149487	ENSMUSG00000036091	0.400547	0.514824	0	0.071911	0	0	0	0	0
ENSMUST00000036541	ENSMUSG00000036093	44.032286	50.734207	47.498341	50.776296	41.654054	52.064449	40.233799	29.213404	23.392641
ENSMUST00000130357	ENSMUSG00000036093	0	0.384695	0.473036	0.309318	0	2.743652	0.424108	1.165276	0.641968
ENSMUST00000040500	ENSMUSG00000036095	0	0	0	0	0	0	0	0	0
ENSMUST00000096053	ENSMUSG00000036097	3.481373	4.466784	4.680359	3.379512	3.782738	4.065065	2.631397	2.924646	2.225846
ENSMUST00000088013	ENSMUSG00000036098	5.871374	7.477019	7.44824	7.22167	5.728551	6.940044	5.285139	4.58836	3.627177
ENSMUST00000186056	ENSMUSG00000036098	0	0	0	0	0.80408	0.192089	0	0	0
ENSMUST00000186854	ENSMUSG00000036098	2.406121	1.977189	3.257334	1.20051	0.255632	1.850519	3.271201	1.166752	0.372469
ENSMUST00000189439	ENSMUSG00000036098	0.037864	0.104962	0.12468	0.128755	0.51844	0.115877	0	0.018957	0.058987
ENSMUST00000189897	ENSMUSG00000036098	2.458411	0.687653	1.669943	0.794028	1.328183	1.828882	0.940816	0.222706	0.808523
ENSMUST00000190922	ENSMUSG00000036098	0	0	0.05193	0.160895	0.273167	0.131841	0	0.132037	0.133693
ENSMUST00000047711	ENSMUSG00000036099	2.459498	2.522642	2.590898	2.354461	2.384418	2.115496	2.913391	1.958583	2.27962
ENSMUST00000118077	ENSMUSG00000036099	0.682275	0.838186	0	0.644164	0	0.676125	0.811526	1.683256	0
ENSMUST00000118205	ENSMUSG00000036099	0	0	0.533267	0.031433	0.134568	0.572268	0	0.066639	0
ENSMUST00000119818	ENSMUSG00000036099	0.538442	0.162082	0.485351	0.519051	0.39826	0.533518	0.419971	0.240624	0.346434
ENSMUST00000123201	ENSMUSG00000036099	1.338914	2.615447	2.252064	3.646074	0	3.991281	3.412129	1.265037	0.862845
ENSMUST00000132735	ENSMUSG00000036099	0	0.014416	0	0	0	0.054083	0.048592	0.032929	0.011351
